"X1","X2","X3","X4","X5","X6","X7","X10","Indicatori de performanta financiara","Indicatori de performanță operațională și venituri"
-0.667892428748989,-0.47265004950382,-2.33103597336051,-2.11929323128854,-2.05318490761182,-1.84184705660975,-0.926384464721897,-0.707662266296719,-2.12044975653008,-0.364309617295761
1.79069300095553,1.20697114224579,-1.04036456103943,-0.6381100433413,-0.741791505513954,-0.649061628161498,0.854307412722838,1.97329345622638,-1.22096629262154,1.61127269251014
-0.854734344950122,-0.997912589218258,-0.774558907774406,-0.47272369260461,-0.60537111925661,-0.578408832748188,-1.02706772717174,-0.816394206804807,-0.344856557860328,-0.913597113841523
-0.844918831312058,-0.977051219209061,-0.918911635110358,-0.638627164972215,-0.755707364011488,-0.557628598803096,-1.17183875217148,-1.03482624664056,-0.515736834858355,-0.897550316589995
-0.651501597928934,-0.467732676259485,-0.704503313891896,-0.229191325531913,-0.533372186669975,-0.366450446508255,-0.722333559450991,-0.48394052827376,-0.295451006993544,-0.582677706035059
-0.849558171356376,-0.989999856781573,-1.23203351733596,-0.810062561947078,-1.02629011807951,-0.732182563941864,-1.21978209851853,-1.19973484889742,-0.769549170145208,-0.894578898426835
-0.690816687712722,-0.903163708836447,-0.471316403473766,-0.222816684192793,-0.58719688157232,-0.391386727242365,-0.214527469475657,-0.457488687307193,-0.234133245210627,-0.744684722171493
-0.339243193626506,-0.267694321309092,-1.7512987349849,-2.04870293655979,-1.59112500007814,-1.27662469330326,-1.15305479493602,-1.07121427812217,-1.85469965417856,-0.140019695239277
-0.832534512070702,-0.954947936164631,-0.785904775444636,-0.45054492043425,-0.618441392008039,-0.47450766302273,-0.88796943937613,-1.11964566931438,-0.352439110439884,-0.885911084033289
-0.42764799196544,-0.104652247203889,0.0300476120025863,0.638733489782473,0.152983439117928,-0.270861370360834,-2.31509422457843,-2.84070039749156,0.347039173798701,-0.572659162263432
-0.267051039965646,0.416353710271955,-0.78968255330125,-1.40102405438275,-0.528638311897459,-0.574252785959169,-0.779566068847843,-1.90939191361294,-1.01520031194732,0.129208637710196
0.00846832613781017,-0.237332668775534,1.45743096406376,1.28673158284279,1.51599270687,-0.233456949259669,3.00918760914185,1.5103192387011,1.55204490982716,0.0339415006762133
-0.361497342689335,-0.362119060688455,-1.18074648537281,-0.966897253120671,-0.819088817484771,-0.570096739170151,0.232943763096779,0.780682591978924,-0.829838670666042,-0.205351786338661
-0.483880823521321,-0.530657808368333,0.940705155153215,-0.735619391857129,-0.178832840087707,-0.449571382288621,1.42829990698856,-0.388273706784113,-0.215622467125902,-0.214867718891856
-0.648673753265805,-0.618868124707128,-0.994286701197073,-0.618468997693023,-0.77458196218909,-0.628281394216407,-1.02163638304011,-0.854356752629673,-0.610442344958718,-0.628159533769112
-0.690035115879656,-0.62032669849484,-1.76855317757751,-1.46688683593011,-1.52760769072322,-0.890112341924559,-1.03702742653409,-0.901813284941272,-1.44132199236921,-0.553868507449931
-0.515538306497432,-0.106385290330504,0.730899355596825,1.22012184782855,0.856133662688581,3.04150792048674,0.143042724552681,0.244791610208678,1.32304011517817,-0.533135417562982
-0.412568894106898,-0.727318733090893,-0.386372805151685,-0.232424931779549,-0.343024042427657,-0.333202072196108,-0.576009125327179,-0.705102842981311,-0.169437321806173,-0.560261143355506
1.37524398107987,0.329519384025981,0.295770540205053,1.99218763489367,2.55154245300025,0.913611964509379,0.816310355011892,1.68854086223471,2.12380651259991,0.597797130679722
-0.331630324541173,-0.431498472892887,0.953389664744766,1.01384458294357,1.0810079396112,1.17128686542851,-0.281017850227729,0.272134559292913,1.28407901148945,-0.521690988858634
-0.67228265233086,-0.592057571053895,-0.273889281459488,-0.0616471092242444,-0.137975354854162,-0.312421838251017,-0.543955254466434,-1.30953209911009,0.0362500737373327,-0.662831211458902
-0.50278442307963,-0.466563145403892,-1.36374435102167,-1.00201045028157,-1.03458435388826,-0.516068130912913,-0.408535975905664,-0.177426136040095,-0.958856700023523,-0.392930339020952
-0.325480799587514,0.18777722363917,0.123484316746837,0.619979850389718,0.14408956355571,0.493851238818531,0.634606189917106,1.52858025505226,0.42981331863926,-0.0958115518330832
-0.560029015433109,-0.756130119646087,0.137542563740794,0.336756802089868,0.286607068087601,0.119807027806885,-0.456872703556071,-0.19025340289179,0.520758726072089,-0.704639668060046
2.69424204280199,2.1305726123166,0.556479828252757,1.10158927053984,0.909560159317138,0.111494934228849,2.83909489785932,1.68854086223471,0.290181813973601,2.40961441839417
-0.404399671294994,-0.0867995955141573,-0.281550123615967,-0.393913717631378,-0.163701305683722,-0.432947195132547,-0.0370588587551202,-0.0574950435118401,-0.217294277948126,-0.19025969978356
-0.365619331123996,-0.327883868524667,0.0691439779294323,0.477780978214556,0.181182903930554,1.35830897093434,-0.116754334622267,0.455816732570126,0.505094074690147,-0.437440966088198
0.136448801933837,-0.436322939480469,-1.29229997881629,-1.03808128009232,-1.09337715784182,-0.599189066693279,-0.938483174921271,-0.72515612565936,-1.13341781920062,-0.0969092633506143
0.518947533369784,0.631001485188445,0.384732571111177,0.749662463831434,0.468061336767701,0.921924058087416,0.0710807674902323,0.0404263485161177,0.469356958948223,0.427905986971411
-0.854734364068807,-0.997912710664868,-0.684564066996401,-0.47272369260461,-0.60537111925661,-0.578408832748188,-1.02706772717174,-0.816394206804807,-0.340372457934695,-0.908880771608903
-0.0258688316945268,-0.365823182297549,0.697112434593874,1.47155468426245,1.34500168341941,1.20869128652968,-0.060751141798416,-0.712426009692673,1.53624588862077,-0.424639267201549
-0.169521849324105,-0.807849980270901,-0.563760407467374,-0.129875243416713,-0.390934321792842,0.81386684157294,-0.81411433479126,-0.795252164208555,-0.124967296783869,-0.553062320413634
-0.280701780885629,-0.12736276329899,0.632185794589686,1.00167626407291,0.802280859672792,0.680873344324355,-0.0350472498174819,0.409164207582738,1.01968806334019,-0.332339641556188
-0.663207012674395,-0.498789610636061,-1.14896000679161,-0.724976901008543,-0.874824864101304,-0.802835359355175,-0.710534355471221,-0.497702453639851,-0.73755409536754,-0.537145022076749
-0.412256877171584,-0.266063293334989,0.00959196017115114,-2.72053650627469,-2.26475467750431,-2.36135290523703,-0.496134839776687,-1.46892655113508,-2.48774071658409,0.0969741112581538
-0.587381735348236,-0.416899983121702,-0.0825261572123965,0.373041503192413,0.0477958515823681,1.02582522781287,-0.145529282914662,0.241046276090058,0.403202834319972,-0.57539899174705
-0.0645740354344105,-0.34853343564579,1.55861374284712,1.34046435082547,1.60465975072889,1.02166918102385,1.0563623549034,1.09805108308945,1.71214421490134,-0.251728931198859
-0.638778877967293,-0.569988293060303,-0.549143139596161,-0.241541594606053,-0.585231655974032,-0.254237183204761,-0.719193214387233,-0.413020382217247,-0.300613382830214,-0.612876520278087
